Measure,Date,Value
Persian Gulf,04-11-2015,19.33
Sea Japan,04-11-2015,-63.9
Sea Okhotsk,04-11-2015,14.72
South China,04-11-2015,21.59
Southern Ocean,04-11-2015,69.86
Tropics,04-11-2015,48.65
World,04-11-2015,45.04
Yellow Sea,04-11-2015,-69.54
Adriatic Sea,04-12-2015,-33.97
Andaman Sea,04-20-2015,1.45
Baltic Sea,04-20-2015,110.85
North Sea,04-20-2015,33.59
Arabian Sea,04-21-2015,107.08
Atlantic Ocean,04-21-2015,33.92
Bay Bengal,04-21-2015,48.77
Bering Sea,04-21-2015,30.02
Caribbean Sea,04-21-2015,14.24
Gulf Mexico,04-21-2015,12.06
Indian Ocean,04-21-2015,52.62
Indonesian,04-21-2015,44.48
Mediterranean,04-21-2015,-119.67
Nino,04-21-2015,76.37
North Atlantic,04-21-2015,-12.69
North Pacific,04-21-2015,17.71
Pacific Ocean,04-21-2015,50.46
Persian Gulf,04-21-2015,-7.37
Sea Japan,04-21-2015,-65.5
Sea Okhotsk,04-21-2015,44.02
South China,04-21-2015,-6.31
Southern Ocean,04-21-2015,64.76
Tropics,04-21-2015,48.75
World,04-21-2015,44.04
Yellow Sea,04-21-2015,-72.74
Adriatic Sea,04-22-2015,-90.47
Baltic Sea,04-30-2015,64.85
Mediterranean,04-30-2015,-37.27
North Sea,04-30-2015,-63.41
Persian Gulf,04-30-2015,38.53
Sea Japan,04-30-2015,-61.8
Sea Okhotsk,04-30-2015,39.02
Andaman Sea,05-01-2015,19.35
Arabian Sea,05-01-2015,115.78
Atlantic Ocean,05-01-2015,40.22
Bay Bengal,05-01-2015,36.87
Bering Sea,05-01-2015,43.12
Caribbean Sea,05-01-2015,54.34
Gulf Mexico,05-01-2015,52.06
Indian Ocean,05-01-2015,43.82
Indonesian,05-01-2015,16.08
Nino,05-01-2015,68.47
North Atlantic,05-01-2015,-9.19
North Pacific,05-01-2015,21.51
Pacific Ocean,05-01-2015,47.36
South China,05-01-2015,-18.91
Southern Ocean,05-01-2015,63.46
Tropics,05-01-2015,46.15
World,05-01-2015,43.34
Yellow Sea,05-01-2015,-71.84
Adriatic Sea,05-02-2015,10.43
Baltic Sea,05-10-2015,25.35
Mediterranean,05-10-2015,8.23
North Sea,05-10-2015,12.29
Persian Gulf,05-10-2015,48.53
Sea Japan,05-10-2015,-23.6
Sea Okhotsk,05-10-2015,45.42
South China,05-10-2015,-16.21
Andaman Sea,05-11-2015,49.15
Arabian Sea,05-11-2015,121.48
Atlantic Ocean,05-11-2015,38.12
Bay Bengal,05-11-2015,70.67
Bering Sea,05-11-2015,49.02
Caribbean Sea,05-11-2015,62.44
Gulf Mexico,05-11-2015,53.66
Indian Ocean,05-11-2015,44.52
Indonesian,05-11-2015,-20.32
Nino,05-11-2015,66.87
North Atlantic,05-11-2015,-4.29
North Pacific,05-11-2015,21.21
Pacific Ocean,05-11-2015,43.26
Southern Ocean,05-11-2015,53.66
Tropics,05-11-2015,46.45
World,05-11-2015,41.84
Yellow Sea,05-11-2015,-31.64
Adriatic Sea,05-12-2015,73.93
Persian Gulf,05-19-2015,25.03
Andaman Sea,05-20-2015,116.25
Baltic Sea,05-20-2015,117.35
Gulf Mexico,05-20-2015,51.76
Indian Ocean,05-20-2015,57.32
Mediterranean,05-20-2015,-43.27
North Sea,05-20-2015,-18.81
Sea Japan,05-20-2015,-13.9
Sea Okhotsk,05-20-2015,30.32
South China,05-20-2015,-16.41
Arabian Sea,05-21-2015,137.78
Atlantic Ocean,05-21-2015,23.02
Bay Bengal,05-21-2015,93.67
Bering Sea,05-21-2015,59.42
Caribbean Sea,05-21-2015,33.14
Indonesian,05-21-2015,-30.82
Nino,05-21-2015,66.87
North Atlantic,05-21-2015,-4.59
North Pacific,05-21-2015,20.81
Pacific Ocean,05-21-2015,43.26
Southern Ocean,05-21-2015,47.76
Tropics,05-21-2015,46.65
World,05-21-2015,40.14
Yellow Sea,05-21-2015,-23.74
Adriatic Sea,05-22-2015,-5.57
Andaman Sea,05-30-2015,94.35
Arabian Sea,05-30-2015,114.08
Baltic Sea,05-30-2015,124.15
Bay Bengal,05-30-2015,98.07
Gulf Mexico,05-30-2015,39.86
Indian Ocean,05-30-2015,42.52
Indonesian,05-30-2015,-35.72
Mediterranean,05-30-2015,-38.17
Nino,05-30-2015,71.57
North Pacific,05-30-2015,22.61
North Sea,05-30-2015,-34.71
Pacific Ocean,05-30-2015,47.66
Persian Gulf,05-30-2015,54.53
Sea Japan,05-30-2015,20.2
Sea Okhotsk,05-30-2015,35.02
South China,05-30-2015,-11.11
Southern Ocean,05-30-2015,46.16
Tropics,05-30-2015,50.05
World,05-30-2015,42.44
Atlantic Ocean,05-31-2015,35.42
Bering Sea,05-31-2015,30.42
Caribbean Sea,05-31-2015,35.84
North Atlantic,05-31-2015,8.71
Yellow Sea,05-31-2015,10.36
Adriatic Sea,06-01-2015,-15.27
Baltic Sea,06-08-2015,175.55
Persian Gulf,06-08-2015,110.53
Andaman Sea,06-09-2015,84.05
Arabian Sea,06-09-2015,138.48
Atlantic Ocean,06-09-2015,25.72
Bay Bengal,06-09-2015,116.37
Bering Sea,06-09-2015,35.22
Gulf Mexico,06-09-2015,54.86
Indian Ocean,06-09-2015,55.32
Indonesian,06-09-2015,-55.72
Mediterranean,06-09-2015,-48.47
Nino,06-09-2015,64.67
North Pacific,06-09-2015,26.31
North Sea,06-09-2015,-31.31
Pacific Ocean,06-09-2015,50.26
Sea Japan,06-09-2015,15.6
Sea Okhotsk,06-09-2015,36.02
South China,06-09-2015,-2.81
Southern Ocean,06-09-2015,57.76
Tropics,06-09-2015,45.75
World,06-09-2015,43.64
Caribbean Sea,06-10-2015,40.54
North Atlantic,06-10-2015,3.61
Yellow Sea,06-10-2015,-16.44
Adriatic Sea,06-11-2015,4.43
Baltic Sea,06-18-2015,116.25
Andaman Sea,06-19-2015,109.25
Arabian Sea,06-19-2015,134.18
Atlantic Ocean,06-19-2015,31.32
Bay Bengal,06-19-2015,93.17
Bering Sea,06-19-2015,60.52
Gulf Mexico,06-19-2015,78.46
Indian Ocean,06-19-2015,66.52
Indonesian,06-19-2015,-66.72
Mediterranean,06-19-2015,20.43
Nino,06-19-2015,57.27
North Atlantic,06-19-2015,16.11
North Pacific,06-19-2015,35.31
North Sea,06-19-2015,-1.41
Pacific Ocean,06-19-2015,44.86
Persian Gulf,06-19-2015,171.93
Sea Japan,06-19-2015,2.6
Sea Okhotsk,06-19-2015,42.22
South China,06-19-2015,-41.11
Southern Ocean,06-19-2015,54.76
Tropics,06-19-2015,45.75
World,06-19-2015,44.54
Adriatic Sea,06-20-2015,46.63
Caribbean Sea,06-20-2015,71.74
Yellow Sea,06-20-2015,7.76
Baltic Sea,06-28-2015,188.95
Andaman Sea,06-29-2015,111.55
Arabian Sea,06-29-2015,94.48
Atlantic Ocean,06-29-2015,43.92
Bay Bengal,06-29-2015,104.47
Bering Sea,06-29-2015,67.92
Gulf Mexico,06-29-2015,99.26
Indian Ocean,06-29-2015,47.92
Indonesian,06-29-2015,-87.12
Mediterranean,06-29-2015,45.03
Nino,06-29-2015,56.67
North Atlantic,06-29-2015,35.11
North Pacific,06-29-2015,50.11
North Sea,06-29-2015,10.89
Pacific Ocean,06-29-2015,48.66
Persian Gulf,06-29-2015,66.33
Sea Japan,06-29-2015,9.8
Sea Okhotsk,06-29-2015,40.82
South China,06-29-2015,-43.51
Southern Ocean,06-29-2015,44.66
Tropics,06-29-2015,48.55
World,06-29-2015,45.94
Adriatic Sea,06-30-2015,43.73
Caribbean Sea,06-30-2015,87.64
Yellow Sea,06-30-2015,15.56
Baltic Sea,07-08-2015,95.05
Andaman Sea,07-09-2015,108.95
Arabian Sea,07-09-2015,75.88
Atlantic Ocean,07-09-2015,41.22
Bay Bengal,07-09-2015,87.17
Bering Sea,07-09-2015,74.72
Caribbean Sea,07-09-2015,77.44
Gulf Mexico,07-09-2015,84.36
Indian Ocean,07-09-2015,54.72
Indonesian,07-09-2015,-106.42
Mediterranean,07-09-2015,5.33
Nino,07-09-2015,61.97
North Atlantic,07-09-2015,41.71
North Pacific,07-09-2015,65.71
North Sea,07-09-2015,23.29
Pacific Ocean,07-09-2015,47.76
Persian Gulf,07-09-2015,68.13
Sea Japan,07-09-2015,5.3
Sea Okhotsk,07-09-2015,44.02
South China,07-09-2015,-31.61
Southern Ocean,07-09-2015,45.86
Tropics,07-09-2015,44.15
World,07-09-2015,45.54
Adriatic Sea,07-10-2015,24.43
Yellow Sea,07-10-2015,72.66
Baltic Sea,07-18-2015,129.55
Sea Okhotsk,07-18-2015,71.02
Andaman Sea,07-19-2015,92.75
Arabian Sea,07-19-2015,52.48
Atlantic Ocean,07-19-2015,53.32
Bay Bengal,07-19-2015,64.47
Bering Sea,07-19-2015,60.12
Caribbean Sea,07-19-2015,77.14
Gulf Mexico,07-19-2015,105.26
Indian Ocean,07-19-2015,51.62
Indonesian,07-19-2015,-118.92
Mediterranean,07-19-2015,42.73
Nino,07-19-2015,65.37
North Atlantic,07-19-2015,56.21
North Pacific,07-19-2015,70.41
North Sea,07-19-2015,23.49
Pacific Ocean,07-19-2015,45.46
Persian Gulf,07-19-2015,87.43
Sea Japan,07-19-2015,43.1
South China,07-19-2015,-7.31
Southern Ocean,07-19-2015,48.46
Tropics,07-19-2015,42.55
World,07-19-2015,46.74
Yellow Sea,07-19-2015,88.46
Adriatic Sea,07-22-2015,60.53
Baltic Sea,07-28-2015,145.75
Bay Bengal,07-28-2015,58.27
North Sea,07-28-2015,18.19
Sea Okhotsk,07-28-2015,64.12
Andaman Sea,07-29-2015,76.75
Arabian Sea,07-29-2015,42.98
Atlantic Ocean,07-29-2015,48.32
Bering Sea,07-29-2015,53.82
Caribbean Sea,07-29-2015,72.34
Gulf Mexico,07-29-2015,129.66
Indian Ocean,07-29-2015,46.42
Indonesian,07-29-2015,-126.92
Mediterranean,07-29-2015,62.93
Nino,07-29-2015,70.27
North Atlantic,07-29-2015,58.41
North Pacific,07-29-2015,73.81
Pacific Ocean,07-29-2015,51.86
Persian Gulf,07-29-2015,27.63
Sea Japan,07-29-2015,72.3
South China,07-29-2015,-13.21
Southern Ocean,07-29-2015,40.06
Tropics,07-29-2015,47.85
World,07-29-2015,47.84
Yellow Sea,07-29-2015,107.16
Adriatic Sea,07-30-2015,57.63
Baltic Sea,08-07-2015,202.95
Bay Bengal,08-07-2015,71.97
Mediterranean,08-07-2015,70.23
North Sea,08-07-2015,52.99
Persian Gulf,08-07-2015,23.63
Sea Japan,08-07-2015,109
Andaman Sea,08-08-2015,56.55
Arabian Sea,08-08-2015,53.68
Atlantic Ocean,08-08-2015,53.12
Bering Sea,08-08-2015,72.72
Caribbean Sea,08-08-2015,88.64
Gulf Mexico,08-08-2015,122.06
Indian Ocean,08-08-2015,62.92
Indonesian,08-08-2015,-129.82
Nino,08-08-2015,73.57
North Atlantic,08-08-2015,76.11
North Pacific,08-08-2015,93.51
Pacific Ocean,08-08-2015,48.36
Sea Okhotsk,08-08-2015,48.42
South China,08-08-2015,1.69
Southern Ocean,08-08-2015,38.56
Tropics,08-08-2015,50.15
World,08-08-2015,50.94
Adriatic Sea,08-09-2015,80.93
Yellow Sea,08-09-2015,166.66
Andaman Sea,08-17-2015,46.55
Baltic Sea,08-17-2015,86.15
Bay Bengal,08-17-2015,57.57
North Sea,08-17-2015,15.49
Persian Gulf,08-17-2015,126.13
Sea Okhotsk,08-17-2015,83.72
Arabian Sea,08-18-2015,36.08
Atlantic Ocean,08-18-2015,54.42
Bering Sea,08-18-2015,86.12
Caribbean Sea,08-18-2015,89.44
Gulf Mexico,08-18-2015,116.96
Indian Ocean,08-18-2015,59.52
Indonesian,08-18-2015,-119.82
Mediterranean,08-18-2015,98.03
Nino,08-18-2015,68.17
North Atlantic,08-18-2015,84.91
North Pacific,08-18-2015,105.11
Pacific Ocean,08-18-2015,49.16
Sea Japan,08-18-2015,94.3
South China,08-18-2015,-17.21
Southern Ocean,08-18-2015,41.16
Tropics,08-18-2015,45.35
World,08-18-2015,50.94
Yellow Sea,08-18-2015,149.26
Adriatic Sea,08-19-2015,87.43
Andaman Sea,08-27-2015,83.45
Baltic Sea,08-27-2015,-104.35
Bay Bengal,08-27-2015,57.97
Mediterranean,08-27-2015,87.83
North Sea,08-27-2015,54.99
Persian Gulf,08-27-2015,106.53
Sea Japan,08-27-2015,55.3
Sea Okhotsk,08-27-2015,95.52
Adriatic Sea,08-28-2015,54.23
Arabian Sea,08-28-2015,45.58
Atlantic Ocean,08-28-2015,57.82
Bering Sea,08-28-2015,87.12
Caribbean Sea,08-28-2015,89.14
Gulf Mexico,08-28-2015,141.86
Indian Ocean,08-28-2015,62.42
Indonesian,08-28-2015,-107.22
Nino,08-28-2015,77.77
North Atlantic,08-28-2015,90.51
North Pacific,08-28-2015,113.41
Pacific Ocean,08-28-2015,56.06
South China,08-28-2015,6.99
Southern Ocean,08-28-2015,45.46
Tropics,08-28-2015,50.75
World,08-28-2015,56.24
Yellow Sea,08-28-2015,133.16
Baltic Sea,09-05-2015,30.75
Andaman Sea,09-06-2015,32.45
Bay Bengal,09-06-2015,87.07
Indian Ocean,09-06-2015,60.12
Mediterranean,09-06-2015,86.83
North Sea,09-06-2015,120.09
Persian Gulf,09-06-2015,147.73
Sea Japan,09-06-2015,41.8
Sea Okhotsk,09-06-2015,90.82
South China,09-06-2015,11.99
Arabian Sea,09-07-2015,48.88
Atlantic Ocean,09-07-2015,64.52
Bering Sea,09-07-2015,74.82
Caribbean Sea,09-07-2015,112.34
Gulf Mexico,09-07-2015,138.66
Indonesian,09-07-2015,-125.72
Nino,09-07-2015,84.07
North Atlantic,09-07-2015,95.31
North Pacific,09-07-2015,117.31
Pacific Ocean,09-07-2015,56.76
Southern Ocean,09-07-2015,45.76
Tropics,09-07-2015,52.05
World,09-07-2015,57.74
Yellow Sea,09-07-2015,134.26
Adriatic Sea,09-08-2015,82.83
Baltic Sea,09-15-2015,-52.55
Andaman Sea,09-16-2015,26.15
Arabian Sea,09-16-2015,43.78
Bay Bengal,09-16-2015,79.77
Gulf Mexico,09-16-2015,130.26
Indian Ocean,09-16-2015,52.82
Indonesian,09-16-2015,-120.52
Mediterranean,09-16-2015,96.83
Nino,09-16-2015,90.77
North Pacific,09-16-2015,110.71
North Sea,09-16-2015,42.29
Pacific Ocean,09-16-2015,59.06
Persian Gulf,09-16-2015,149.53
Sea Japan,09-16-2015,80.8
Sea Okhotsk,09-16-2015,86.82
South China,09-16-2015,48.79
Southern Ocean,09-16-2015,48.36
Tropics,09-16-2015,51.25
World,09-16-2015,57.24
Adriatic Sea,09-17-2015,87.83
Atlantic Ocean,09-17-2015,62.32
Bering Sea,09-17-2015,74.22
Caribbean Sea,09-17-2015,101.64
North Atlantic,09-17-2015,93.81
Yellow Sea,09-17-2015,143.26
Baltic Sea,09-25-2015,72.65
Andaman Sea,09-26-2015,38.15
Arabian Sea,09-26-2015,40.38
Atlantic Ocean,09-26-2015,57.92
Bay Bengal,09-26-2015,65.57
Bering Sea,09-26-2015,104.42
Gulf Mexico,09-26-2015,144.26
Indian Ocean,09-26-2015,48.82
Indonesian,09-26-2015,-109.92
Mediterranean,09-26-2015,119.33
Nino,09-26-2015,99.77
North Pacific,09-26-2015,121.41
North Sea,09-26-2015,127.29
Pacific Ocean,09-26-2015,65.06
Persian Gulf,09-26-2015,115.03
Sea Japan,09-26-2015,124
Sea Okhotsk,09-26-2015,95.62
South China,09-26-2015,44.09
Southern Ocean,09-26-2015,38.86
Tropics,09-26-2015,58.55
World,09-26-2015,59.94
Adriatic Sea,09-27-2015,69.63
Caribbean Sea,09-27-2015,124.94
North Atlantic,09-27-2015,93.81
Yellow Sea,09-27-2015,204.46
Baltic Sea,10-05-2015,143.95
Andaman Sea,10-06-2015,27.05
Arabian Sea,10-06-2015,56.78
Atlantic Ocean,10-06-2015,68.72
Bay Bengal,10-06-2015,53.77
Bering Sea,10-06-2015,80.42
Gulf Mexico,10-06-2015,167.86
Indian Ocean,10-06-2015,44.22
Indonesian,10-06-2015,-100.32
Mediterranean,10-06-2015,100.53
Nino,10-06-2015,108.67
North Atlantic,10-06-2015,109.81
North Pacific,10-06-2015,119.21
North Sea,10-06-2015,101.09
Pacific Ocean,10-06-2015,62.96
Persian Gulf,10-06-2015,146.03
Sea Japan,10-06-2015,120.1
Sea Okhotsk,10-06-2015,88.52
South China,10-06-2015,52.89
Southern Ocean,10-06-2015,29.66
Tropics,10-06-2015,64.35
World,10-06-2015,61.24
Adriatic Sea,10-07-2015,54.73
Caribbean Sea,10-07-2015,154.74
Yellow Sea,10-07-2015,124.16
Baltic Sea,10-15-2015,-82.45
Persian Gulf,10-15-2015,246.93
Andaman Sea,10-16-2015,12.45
Arabian Sea,10-16-2015,65.38
Atlantic Ocean,10-16-2015,70.52
Bay Bengal,10-16-2015,41.77
Bering Sea,10-16-2015,82.32
Gulf Mexico,10-16-2015,176.76
Indian Ocean,10-16-2015,47.52
Indonesian,10-16-2015,-98.52
Mediterranean,10-16-2015,162.03
Nino,10-16-2015,113.47
North Atlantic,10-16-2015,102.21
North Pacific,10-16-2015,103.71
North Sea,10-16-2015,136.19
Pacific Ocean,10-16-2015,62.36
Sea Japan,10-16-2015,95.2
Sea Okhotsk,10-16-2015,46.02
South China,10-16-2015,91.09
Southern Ocean,10-16-2015,37.76
Tropics,10-16-2015,64.35
World,10-16-2015,62.34
Adriatic Sea,10-17-2015,143.93
Caribbean Sea,10-17-2015,148.94
Yellow Sea,10-17-2015,100.36
Baltic Sea,10-25-2015,-15.45
Andaman Sea,10-26-2015,38.35
Arabian Sea,10-26-2015,78.58
Atlantic Ocean,10-26-2015,73.62
Bay Bengal,10-26-2015,38.67
Bering Sea,10-26-2015,110.22
Gulf Mexico,10-26-2015,152.26
Indian Ocean,10-26-2015,56.92
Indonesian,10-26-2015,-80.82
Mediterranean,10-26-2015,158.83
Nino,10-26-2015,117.57
North Atlantic,10-26-2015,97.91
North Pacific,10-26-2015,106.11
North Sea,10-26-2015,149.69
Pacific Ocean,10-26-2015,60.76
Persian Gulf,10-26-2015,252.03
Sea Japan,10-26-2015,131.9
Sea Okhotsk,10-26-2015,62.72
South China,10-26-2015,74.79
Southern Ocean,10-26-2015,49.06
Tropics,10-26-2015,63.05
World,10-26-2015,64.54
Yellow Sea,10-26-2015,104.36
Adriatic Sea,10-27-2015,114.43
Caribbean Sea,10-27-2015,138.64
Baltic Sea,11-04-2015,41.15
North Sea,11-04-2015,185.69
Sea Japan,11-04-2015,144.3
Andaman Sea,11-05-2015,-5.15
Arabian Sea,11-05-2015,78.38
Atlantic Ocean,11-05-2015,62.52
Bay Bengal,11-05-2015,39.77
Bering Sea,11-05-2015,72.02
Caribbean Sea,11-05-2015,106.94
Gulf Mexico,11-05-2015,120.86
Indian Ocean,11-05-2015,66.82
Indonesian,11-05-2015,-48.22
Mediterranean,11-05-2015,105.13
Nino,11-05-2015,110.67
North Atlantic,11-05-2015,79.81
North Pacific,11-05-2015,110.71
Pacific Ocean,11-05-2015,56.36
Persian Gulf,11-05-2015,212.03
Sea Okhotsk,11-05-2015,51.22
South China,11-05-2015,78.39
Southern Ocean,11-05-2015,51.66
Tropics,11-05-2015,57.15
World,11-05-2015,60.84
Yellow Sea,11-05-2015,68.66
Adriatic Sea,11-06-2015,92.53
Baltic Sea,11-14-2015,134.25
North Sea,11-14-2015,252.69
Persian Gulf,11-14-2015,119.13
Sea Okhotsk,11-14-2015,46.02
Andaman Sea,11-15-2015,28.05
Arabian Sea,11-15-2015,53.48
Atlantic Ocean,11-15-2015,61.02
Bay Bengal,11-15-2015,28.07
Bering Sea,11-15-2015,32.12
Caribbean Sea,11-15-2015,106.64
Gulf Mexico,11-15-2015,129.86
Indian Ocean,11-15-2015,55.22
Indonesian,11-15-2015,-46.02
Mediterranean,11-15-2015,57.93
Nino,11-15-2015,105.67
North Atlantic,11-15-2015,78.81
North Pacific,11-15-2015,114.61
Pacific Ocean,11-15-2015,54.76
Sea Japan,11-15-2015,121.2
South China,11-15-2015,67.49
Southern Ocean,11-15-2015,44.26
Tropics,11-15-2015,54.25
World,11-15-2015,56.74
Adriatic Sea,11-16-2015,62.83
Yellow Sea,11-16-2015,116.36
Baltic Sea,11-24-2015,248.45
Indonesian,11-24-2015,-40.82
North Sea,11-24-2015,129.69
Sea Okhotsk,11-24-2015,64.22
Andaman Sea,11-25-2015,56.95
Arabian Sea,11-25-2015,61.58
Atlantic Ocean,11-25-2015,55.62
Bay Bengal,11-25-2015,35.67
Bering Sea,11-25-2015,33.52
Caribbean Sea,11-25-2015,113.94
Gulf Mexico,11-25-2015,138.56
Indian Ocean,11-25-2015,65.22
Mediterranean,11-25-2015,76.13
Nino,11-25-2015,106.97
North Atlantic,11-25-2015,72.91
North Pacific,11-25-2015,104.41
Pacific Ocean,11-25-2015,56.66
Persian Gulf,11-25-2015,143.63
Sea Japan,11-25-2015,125.8
South China,11-25-2015,98.59
Southern Ocean,11-25-2015,51.76
Tropics,11-25-2015,57.45
World,11-25-2015,58.94
Yellow Sea,11-25-2015,102.46
Adriatic Sea,11-26-2015,91.93
Andaman Sea,12-04-2015,98.25
Baltic Sea,12-04-2015,394.25
Bay Bengal,12-04-2015,41.57
Mediterranean,12-04-2015,112.03
North Sea,12-04-2015,236.79
Persian Gulf,12-04-2015,89.13
Sea Japan,12-04-2015,46.3
Sea Okhotsk,12-04-2015,45.82
Arabian Sea,12-05-2015,75.08
Atlantic Ocean,12-05-2015,58.52
Bering Sea,12-05-2015,23.82
Caribbean Sea,12-05-2015,101.54
Gulf Mexico,12-05-2015,129.36
Indian Ocean,12-05-2015,65.72
Indonesian,12-05-2015,-32.72
Nino,12-05-2015,104.07
North Atlantic,12-05-2015,72.71
North Pacific,12-05-2015,87.01
Pacific Ocean,12-05-2015,54.26
South China,12-05-2015,96.39
Southern Ocean,12-05-2015,46.66
Tropics,12-05-2015,60.35
World,12-05-2015,58.64
Yellow Sea,12-05-2015,47.86
Adriatic Sea,12-06-2015,111.63
Baltic Sea,12-13-2015,504.95
Andaman Sea,12-14-2015,115.25
Bay Bengal,12-14-2015,64.37
Bering Sea,12-14-2015,5.02
Gulf Mexico,12-14-2015,112.76
Mediterranean,12-14-2015,61.13
North Sea,12-14-2015,157.69
Persian Gulf,12-14-2015,108.03
Sea Okhotsk,12-14-2015,27.62
South China,12-14-2015,105.19
Arabian Sea,12-15-2015,65.68
Atlantic Ocean,12-15-2015,51.22
Caribbean Sea,12-15-2015,89.74
Indian Ocean,12-15-2015,60.02
Indonesian,12-15-2015,-14.62
Nino,12-15-2015,94.07
North Atlantic,12-15-2015,55.91
North Pacific,12-15-2015,79.71
Pacific Ocean,12-15-2015,55.46
Sea Japan,12-15-2015,88.9
Southern Ocean,12-15-2015,50.46
Tropics,12-15-2015,56.75
World,12-15-2015,56.44
Yellow Sea,12-15-2015,46.36
Adriatic Sea,12-16-2015,69.33
Andaman Sea,12-24-2015,111.15
Baltic Sea,12-24-2015,461.95
Bay Bengal,12-24-2015,68.17
Bering Sea,12-24-2015,-12.18
Indian Ocean,12-24-2015,53.92
Mediterranean,12-24-2015,49.33
North Sea,12-24-2015,212.49
Persian Gulf,12-24-2015,114.53
Sea Japan,12-24-2015,103.6
Sea Okhotsk,12-24-2015,37.92
South China,12-24-2015,91.49
Adriatic Sea,12-25-2015,54.13
Arabian Sea,12-25-2015,44.58
Atlantic Ocean,12-25-2015,49.12
Caribbean Sea,12-25-2015,86.44
Gulf Mexico,12-25-2015,112.86
Indonesian,12-25-2015,40.58
Nino,12-25-2015,82.97
North Atlantic,12-25-2015,53.41
North Pacific,12-25-2015,70.51
Pacific Ocean,12-25-2015,53.86
Southern Ocean,12-25-2015,51.66
Tropics,12-25-2015,54.65
World,12-25-2015,54.44
Yellow Sea,12-25-2015,41.66
Baltic Sea,01-02-2016,323.95
Andaman Sea,01-03-2016,26.75
Bay Bengal,01-03-2016,77.07
Bering Sea,01-03-2016,13.32
Gulf Mexico,01-03-2016,103.86
Indian Ocean,01-03-2016,59.42
Indonesian,01-03-2016,21.98
Mediterranean,01-03-2016,-2.17
Nino,01-03-2016,71.07
North Pacific,01-03-2016,33.41
North Sea,01-03-2016,-109.51
Pacific Ocean,01-03-2016,45.66
Persian Gulf,01-03-2016,58.53
Sea Japan,01-03-2016,96.2
Sea Okhotsk,01-03-2016,36.82
South China,01-03-2016,68.69
Southern Ocean,01-03-2016,60.06
Tropics,01-03-2016,50.75
World,01-03-2016,49.54
Adriatic Sea,01-04-2016,47.83
Arabian Sea,01-04-2016,79.38
Atlantic Ocean,01-04-2016,46.92
Caribbean Sea,01-04-2016,97.44
North Atlantic,01-04-2016,37.91
Yellow Sea,01-04-2016,26.46
Andaman Sea,01-13-2016,-15.65
Arabian Sea,01-13-2016,84.68
Baltic Sea,01-13-2016,-138.95
Bay Bengal,01-13-2016,59.37
Bering Sea,01-13-2016,41.22
Gulf Mexico,01-13-2016,74.46
Indian Ocean,01-13-2016,63.42
Indonesian,01-13-2016,-18.52
Mediterranean,01-13-2016,104.23
Nino,01-13-2016,71.17
North Pacific,01-13-2016,21.01
North Sea,01-13-2016,-113.51
Pacific Ocean,01-13-2016,49.66
Persian Gulf,01-13-2016,70.03
Sea Japan,01-13-2016,75.1
Sea Okhotsk,01-13-2016,52.22
South China,01-13-2016,39.39
Southern Ocean,01-13-2016,72.36
Tropics,01-13-2016,50.35
World,01-13-2016,52.14
Adriatic Sea,01-14-2016,139.93
Atlantic Ocean,01-14-2016,50.32
Caribbean Sea,01-14-2016,81.24
North Atlantic,01-14-2016,28.51
Yellow Sea,01-14-2016,5.76
Baltic Sea,01-22-2016,-107.25
Andaman Sea,01-23-2016,-51.45
Arabian Sea,01-23-2016,79.58
Atlantic Ocean,01-23-2016,51.42
Bay Bengal,01-23-2016,66.07
Bering Sea,01-23-2016,42.62
Gulf Mexico,01-23-2016,44.96
Indian Ocean,01-23-2016,73.82
Mediterranean,01-23-2016,56.83
Nino,01-23-2016,73.77
North Pacific,01-23-2016,16.41
North Sea,01-23-2016,104.99
Pacific Ocean,01-23-2016,51.36
Persian Gulf,01-23-2016,74.03
Sea Japan,01-23-2016,10.2
Sea Okhotsk,01-23-2016,53.02
South China,01-23-2016,85.39
Southern Ocean,01-23-2016,78.56
Tropics,01-23-2016,53.25
World,01-23-2016,55.04
Adriatic Sea,01-24-2016,57.73
Caribbean Sea,01-24-2016,59.94
Indonesian,01-24-2016,9.48
North Atlantic,01-24-2016,27.21
Yellow Sea,01-24-2016,-44.24
Baltic Sea,02-01-2016,44.75
Sea Okhotsk,02-01-2016,35.22
Andaman Sea,02-02-2016,-54.25
