Measure,Date,Value
Baltic Sea,06-17-2014,-81.45
Bay Bengal,06-17-2014,72.67
Indian Ocean,06-17-2014,44.32
North Sea,06-17-2014,59.59
Persian Gulf,06-17-2014,107.23
Sea Japan,06-17-2014,1.3
Sea Okhotsk,06-17-2014,39.02
Adriatic Sea,06-18-2014,60.23
Arabian Sea,06-18-2014,76.38
Atlantic Ocean,06-18-2014,29.02
Bering Sea,06-18-2014,35.32
Caribbean Sea,06-18-2014,50.24
Gulf Mexico,06-18-2014,49.76
Indonesian,06-18-2014,-6.02
Mediterranean,06-18-2014,35.23
Nino,06-18-2014,37.17
North Atlantic,06-18-2014,14.91
North Pacific,06-18-2014,40.71
Pacific Ocean,06-18-2014,35.66
South China,06-18-2014,-12.71
Southern Ocean,06-18-2014,35.16
Tropics,06-18-2014,39.05
World,06-18-2014,35.64
Yellow Sea,06-18-2014,35.36
Baltic Sea,06-26-2014,39.35
Andaman Sea,06-27-2014,146.65
Bay Bengal,06-27-2014,52.87
Indian Ocean,06-27-2014,27.22
Indonesian,06-27-2014,-14.12
Mediterranean,06-27-2014,77.93
North Sea,06-27-2014,50.29
Persian Gulf,06-27-2014,47.43
Sea Japan,06-27-2014,14.3
Sea Okhotsk,06-27-2014,42.52
South China,06-27-2014,-15.91
Adriatic Sea,06-28-2014,82.33
Arabian Sea,06-28-2014,54.38
Atlantic Ocean,06-28-2014,38.92
Bering Sea,06-28-2014,41.12
Caribbean Sea,06-28-2014,67.74
Gulf Mexico,06-28-2014,71.76
Nino,06-28-2014,37.17
North Atlantic,06-28-2014,29.31
North Pacific,06-28-2014,48.81
Pacific Ocean,06-28-2014,40.46
Southern Ocean,06-28-2014,30.46
Tropics,06-28-2014,40.55
World,06-28-2014,37.54
Yellow Sea,06-28-2014,31.46
Baltic Sea,07-06-2014,60.95
Andaman Sea,07-07-2014,197.95
Bay Bengal,07-07-2014,72.07
Gulf Mexico,07-07-2014,78.46
Indian Ocean,07-07-2014,29.02
Indonesian,07-07-2014,-21.22
Mediterranean,07-07-2014,60.23
Nino,07-07-2014,39.57
North Pacific,07-07-2014,44.01
North Sea,07-07-2014,66.89
Pacific Ocean,07-07-2014,39.86
Persian Gulf,07-07-2014,48.23
Sea Japan,07-07-2014,20.6
Sea Okhotsk,07-07-2014,8.42
South China,07-07-2014,-0.41
Southern Ocean,07-07-2014,33.56
Tropics,07-07-2014,41.35
World,07-07-2014,39.04
Adriatic Sea,07-08-2014,62.53
Arabian Sea,07-08-2014,42.38
Atlantic Ocean,07-08-2014,45.12
Bering Sea,07-08-2014,41.12
Caribbean Sea,07-08-2014,79.24
North Atlantic,07-08-2014,37.71
Yellow Sea,07-08-2014,33.26
Baltic Sea,07-16-2014,2.15
Andaman Sea,07-17-2014,182.25
Arabian Sea,07-17-2014,26.58
Atlantic Ocean,07-17-2014,36.42
Bay Bengal,07-17-2014,59.47
Bering Sea,07-17-2014,62.12
Gulf Mexico,07-17-2014,49.76
Indian Ocean,07-17-2014,29.72
Indonesian,07-17-2014,-6.12
Mediterranean,07-17-2014,49.13
Nino,07-17-2014,35.17
North Pacific,07-17-2014,58.11
North Sea,07-17-2014,-4.11
Pacific Ocean,07-17-2014,45.16
Persian Gulf,07-17-2014,-18.97
Sea Japan,07-17-2014,39
Sea Okhotsk,07-17-2014,40.32
South China,07-17-2014,11.29
Southern Ocean,07-17-2014,35.46
Tropics,07-17-2014,39.75
World,07-17-2014,39.64
Adriatic Sea,07-18-2014,69.83
Caribbean Sea,07-18-2014,68.34
North Atlantic,07-18-2014,36.31
Yellow Sea,07-18-2014,53.36
Baltic Sea,07-26-2014,-73.25
Andaman Sea,07-27-2014,136.55
Arabian Sea,07-27-2014,17.08
Atlantic Ocean,07-27-2014,37.52
Bay Bengal,07-27-2014,55.47
Bering Sea,07-27-2014,52.12
Gulf Mexico,07-27-2014,61.36
Indian Ocean,07-27-2014,23.52
Indonesian,07-27-2014,-26.22
Mediterranean,07-27-2014,59.43
Nino,07-27-2014,33.97
North Pacific,07-27-2014,68.51
North Sea,07-27-2014,40.59
Pacific Ocean,07-27-2014,43.86
Persian Gulf,07-27-2014,37.93
Sea Japan,07-27-2014,38.9
Sea Okhotsk,07-27-2014,34.02
South China,07-27-2014,-1.51
Southern Ocean,07-27-2014,24.06
Tropics,07-27-2014,38.65
World,07-27-2014,37.74
Adriatic Sea,07-28-2014,61.33
Caribbean Sea,07-28-2014,72.04
North Atlantic,07-28-2014,49.51
Yellow Sea,07-28-2014,98.36
Baltic Sea,08-05-2014,-70.65
Andaman Sea,08-06-2014,140.05
Arabian Sea,08-06-2014,24.88
Atlantic Ocean,08-06-2014,40.92
Bay Bengal,08-06-2014,63.17
Bering Sea,08-06-2014,43.82
Gulf Mexico,08-06-2014,85.96
Indian Ocean,08-06-2014,44.92
Indonesian,08-06-2014,-50.52
Mediterranean,08-06-2014,83.83
Nino,08-06-2014,41.07
North Atlantic,08-06-2014,63.31
North Pacific,08-06-2014,82.71
North Sea,08-06-2014,-8.91
Pacific Ocean,08-06-2014,40.36
Persian Gulf,08-06-2014,83.23
Sea Japan,08-06-2014,101.1
Sea Okhotsk,08-06-2014,50.52
South China,08-06-2014,8.69
Southern Ocean,08-06-2014,29.56
Tropics,08-06-2014,39.45
World,08-06-2014,41.04
Adriatic Sea,08-07-2014,77.63
Caribbean Sea,08-07-2014,77.14
Yellow Sea,08-07-2014,125.76
Baltic Sea,08-15-2014,-67.25
Andaman Sea,08-16-2014,86.05
Arabian Sea,08-16-2014,19.78
Atlantic Ocean,08-16-2014,41.72
Bay Bengal,08-16-2014,73.97
Bering Sea,08-16-2014,65.62
Caribbean Sea,08-16-2014,77.14
Gulf Mexico,08-16-2014,97.06
Indian Ocean,08-16-2014,49.32
Indonesian,08-16-2014,-54.82
Mediterranean,08-16-2014,62.13
Nino,08-16-2014,46.17
North Atlantic,08-16-2014,62.01
North Pacific,08-16-2014,99.01
North Sea,08-16-2014,-8.61
Pacific Ocean,08-16-2014,44.66
Persian Gulf,08-16-2014,142.33
Sea Japan,08-16-2014,94.8
Sea Okhotsk,08-16-2014,41.72
South China,08-16-2014,19.19
Southern Ocean,08-16-2014,34.36
Tropics,08-16-2014,40.15
World,08-16-2014,44.04
Yellow Sea,08-16-2014,122.86
Adriatic Sea,08-17-2014,38.53
Baltic Sea,08-25-2014,175.35
Andaman Sea,08-26-2014,55.35
Arabian Sea,08-26-2014,11.78
Atlantic Ocean,08-26-2014,47.12
Bay Bengal,08-26-2014,45.97
Bering Sea,08-26-2014,77.72
Caribbean Sea,08-26-2014,93.24
Gulf Mexico,08-26-2014,106.76
Indian Ocean,08-26-2014,39.62
Indonesian,08-26-2014,-58.02
Mediterranean,08-26-2014,75.33
Nino,08-26-2014,55.67
North Atlantic,08-26-2014,70.41
North Pacific,08-26-2014,99.01
North Sea,08-26-2014,26.89
Pacific Ocean,08-26-2014,47.66
Persian Gulf,08-26-2014,99.73
Sea Japan,08-26-2014,83.6
Sea Okhotsk,08-26-2014,81.82
South China,08-26-2014,36.39
Southern Ocean,08-26-2014,25.66
Tropics,08-26-2014,44.85
World,08-26-2014,45.84
Adriatic Sea,08-27-2014,62.73
Yellow Sea,08-27-2014,107.46
Baltic Sea,09-04-2014,150.35
Andaman Sea,09-05-2014,55.75
Arabian Sea,09-05-2014,8.48
Atlantic Ocean,09-05-2014,46.42
Bay Bengal,09-05-2014,30.47
Bering Sea,09-05-2014,71.62
Caribbean Sea,09-05-2014,85.04
Gulf Mexico,09-05-2014,120.06
Indian Ocean,09-05-2014,32.52
Indonesian,09-05-2014,-46.02
Mediterranean,09-05-2014,112.93
Nino,09-05-2014,61.57
North Atlantic,09-05-2014,82.01
North Pacific,09-05-2014,106.81
North Sea,09-05-2014,87.99
Pacific Ocean,09-05-2014,50.86
Persian Gulf,09-05-2014,76.03
Sea Japan,09-05-2014,113.3
Sea Okhotsk,09-05-2014,83.62
South China,09-05-2014,25.79
Southern Ocean,09-05-2014,18.96
Tropics,09-05-2014,46.95
World,09-05-2014,46.64
Yellow Sea,09-05-2014,146.66
Adriatic Sea,09-06-2014,74.33
Andaman Sea,09-14-2014,44.75
Baltic Sea,09-14-2014,62.25
North Sea,09-14-2014,87.29
Persian Gulf,09-14-2014,106.93
Sea Okhotsk,09-14-2014,63.82
Arabian Sea,09-15-2014,11.38
Atlantic Ocean,09-15-2014,46.52
Bay Bengal,09-15-2014,44.87
Bering Sea,09-15-2014,48.62
Caribbean Sea,09-15-2014,82.74
Gulf Mexico,09-15-2014,125.56
Indian Ocean,09-15-2014,40.82
Indonesian,09-15-2014,-40.52
Mediterranean,09-15-2014,139.23
Nino,09-15-2014,68.87
North Atlantic,09-15-2014,84.81
North Pacific,09-15-2014,103.41
Pacific Ocean,09-15-2014,49.86
Sea Japan,09-15-2014,121.6
South China,09-15-2014,27.19
Southern Ocean,09-15-2014,18.76
Tropics,09-15-2014,49.25
World,09-15-2014,47.64
Yellow Sea,09-15-2014,166.76
Adriatic Sea,09-16-2014,91.83
Andaman Sea,09-24-2014,15.85
Baltic Sea,09-24-2014,-53.15
Bay Bengal,09-24-2014,33.27
North Sea,09-24-2014,181.79
Persian Gulf,09-24-2014,102.83
Sea Japan,09-24-2014,130.3
Sea Okhotsk,09-24-2014,56.22
South China,09-24-2014,38.29
Arabian Sea,09-25-2014,15.58
Atlantic Ocean,09-25-2014,50.42
Bering Sea,09-25-2014,76.22
Caribbean Sea,09-25-2014,81.84
Gulf Mexico,09-25-2014,119.06
Indian Ocean,09-25-2014,43.92
Indonesian,09-25-2014,-38.62
Mediterranean,09-25-2014,157.33
Nino,09-25-2014,66.47
North Atlantic,09-25-2014,86.41
North Pacific,09-25-2014,95.81
Pacific Ocean,09-25-2014,43.16
Southern Ocean,09-25-2014,19.36
Tropics,09-25-2014,46.35
World,09-25-2014,45.94
Adriatic Sea,09-26-2014,106.13
Yellow Sea,09-26-2014,176.06
Baltic Sea,10-04-2014,102.45
Bay Bengal,10-04-2014,22.47
Bering Sea,10-04-2014,123.42
Mediterranean,10-04-2014,66.03
North Sea,10-04-2014,95.69
Persian Gulf,10-04-2014,71.33
Sea Okhotsk,10-04-2014,77.52
South China,10-04-2014,77.19
Andaman Sea,10-05-2014,68.95
Arabian Sea,10-05-2014,24.28
Atlantic Ocean,10-05-2014,55.62
Caribbean Sea,10-05-2014,96.14
Gulf Mexico,10-05-2014,136.36
Indian Ocean,10-05-2014,29.82
Indonesian,10-05-2014,-43.02
Nino,10-05-2014,69.77
North Atlantic,10-05-2014,85.81
North Pacific,10-05-2014,96.51
Pacific Ocean,10-05-2014,49.56
Sea Japan,10-05-2014,110.9
Southern Ocean,10-05-2014,25.46
Tropics,10-05-2014,48.45
World,10-05-2014,48.74
Yellow Sea,10-05-2014,176.66
Adriatic Sea,10-06-2014,48.23
Arabian Sea,10-14-2014,19.98
Baltic Sea,10-14-2014,-53.05
Bay Bengal,10-14-2014,20.87
Gulf Mexico,10-14-2014,135.26
Indian Ocean,10-14-2014,39.62
Mediterranean,10-14-2014,123.03
North Sea,10-14-2014,68.69
Persian Gulf,10-14-2014,109.03
Sea Japan,10-14-2014,184.6
Sea Okhotsk,10-14-2014,98.82
South China,10-14-2014,125.39
Andaman Sea,10-15-2014,35.35
Atlantic Ocean,10-15-2014,51.62
Bering Sea,10-15-2014,69.22
Caribbean Sea,10-15-2014,87.84
Indonesian,10-15-2014,-2.92
Nino,10-15-2014,77.07
North Atlantic,10-15-2014,75.81
North Pacific,10-15-2014,102.81
Pacific Ocean,10-15-2014,53.16
Southern Ocean,10-15-2014,32.76
Tropics,10-15-2014,52.15
World,10-15-2014,52.54
Yellow Sea,10-15-2014,188.26
Adriatic Sea,10-16-2014,131.33
Baltic Sea,10-23-2014,-27.75
Andaman Sea,10-24-2014,56.15
Bay Bengal,10-24-2014,35.77
Indian Ocean,10-24-2014,36.92
Mediterranean,10-24-2014,125.03
Nino,10-24-2014,77.27
North Sea,10-24-2014,184.59
Pacific Ocean,10-24-2014,50.26
Persian Gulf,10-24-2014,28.93
Sea Japan,10-24-2014,163.1
Sea Okhotsk,10-24-2014,55.72
South China,10-24-2014,79.49
Southern Ocean,10-24-2014,33.16
Tropics,10-24-2014,51.55
World,10-24-2014,52.24
Adriatic Sea,10-25-2014,85.83
Arabian Sea,10-25-2014,5.78
Atlantic Ocean,10-25-2014,62.12
Bering Sea,10-25-2014,52.82
Caribbean Sea,10-25-2014,109.54
Gulf Mexico,10-25-2014,134.86
Indonesian,10-25-2014,-18.12
North Atlantic,10-25-2014,79.71
North Pacific,10-25-2014,100.61
Yellow Sea,10-25-2014,141.76
Baltic Sea,11-02-2014,97.75
Andaman Sea,11-03-2014,77.35
Arabian Sea,11-03-2014,9.78
Bay Bengal,11-03-2014,21.37
Bering Sea,11-03-2014,71.52
Gulf Mexico,11-03-2014,105.66
Indian Ocean,11-03-2014,37.02
Indonesian,11-03-2014,2.48
Mediterranean,11-03-2014,98.13
Nino,11-03-2014,76.37
North Pacific,11-03-2014,96.91
North Sea,11-03-2014,93.49
Pacific Ocean,11-03-2014,48.76
Persian Gulf,11-03-2014,160.13
Sea Japan,11-03-2014,114.5
Sea Okhotsk,11-03-2014,29.82
South China,11-03-2014,88.59
Southern Ocean,11-03-2014,30.96
Tropics,11-03-2014,48.75
World,11-03-2014,49.44
Adriatic Sea,11-04-2014,101.83
Atlantic Ocean,11-04-2014,54.52
Caribbean Sea,11-04-2014,107.44
North Atlantic,11-04-2014,72.21
Yellow Sea,11-04-2014,104.06
Baltic Sea,11-12-2014,43.75
Persian Gulf,11-12-2014,144.53
Andaman Sea,11-13-2014,124.05
Arabian Sea,11-13-2014,14.08
Atlantic Ocean,11-13-2014,62.62
Bay Bengal,11-13-2014,20.07
Bering Sea,11-13-2014,72.62
Gulf Mexico,11-13-2014,107.36
Indian Ocean,11-13-2014,42.02
Indonesian,11-13-2014,28.38
Mediterranean,11-13-2014,120.93
Nino,11-13-2014,75.07
North Pacific,11-13-2014,68.61
North Sea,11-13-2014,24.69
Pacific Ocean,11-13-2014,40.46
Sea Japan,11-13-2014,81.7
Sea Okhotsk,11-13-2014,31.82
South China,11-13-2014,104.69
Southern Ocean,11-13-2014,36.56
Tropics,11-13-2014,48.35
World,11-13-2014,48.94
Adriatic Sea,11-14-2014,177.73
Caribbean Sea,11-14-2014,106.24
North Atlantic,11-14-2014,80.11
Yellow Sea,11-14-2014,55.36
Baltic Sea,11-22-2014,-81.65
Andaman Sea,11-23-2014,126.65
Arabian Sea,11-23-2014,46.98
Atlantic Ocean,11-23-2014,63.62
Bay Bengal,11-23-2014,45.07
Bering Sea,11-23-2014,56.42
Gulf Mexico,11-23-2014,101.56
Indian Ocean,11-23-2014,45.02
Indonesian,11-23-2014,26.78
Mediterranean,11-23-2014,133.13
Nino,11-23-2014,65.37
North Atlantic,11-23-2014,67.61
North Pacific,11-23-2014,58.91
North Sea,11-23-2014,84.29
Pacific Ocean,11-23-2014,29.76
Persian Gulf,11-23-2014,160.93
Sea Japan,11-23-2014,96.6
Sea Okhotsk,11-23-2014,57.82
South China,11-23-2014,100.19
Southern Ocean,11-23-2014,41.46
Tropics,11-23-2014,41.55
World,11-23-2014,44.74
Adriatic Sea,11-24-2014,160.43
Caribbean Sea,11-24-2014,92.04
Yellow Sea,11-24-2014,69.26
Baltic Sea,12-02-2014,-198.05
Persian Gulf,12-02-2014,57.53
Andaman Sea,12-03-2014,101.35
Arabian Sea,12-03-2014,43.88
Atlantic Ocean,12-03-2014,62.12
Bay Bengal,12-03-2014,56.27
Bering Sea,12-03-2014,47.32
Caribbean Sea,12-03-2014,89.34
Gulf Mexico,12-03-2014,94.66
Indian Ocean,12-03-2014,47.52
Indonesian,12-03-2014,52.08
Mediterranean,12-03-2014,107.33
Nino,12-03-2014,64.57
North Atlantic,12-03-2014,75.91
North Pacific,12-03-2014,47.61
North Sea,12-03-2014,86.19
Pacific Ocean,12-03-2014,32.46
Sea Japan,12-03-2014,39.8
Sea Okhotsk,12-03-2014,79.52
South China,12-03-2014,82.79
Southern Ocean,12-03-2014,43.16
Tropics,12-03-2014,43.75
World,12-03-2014,45.04
Adriatic Sea,12-04-2014,153.53
Yellow Sea,12-04-2014,-16.54
Baltic Sea,12-12-2014,-163.65
Persian Gulf,12-12-2014,83.13
Sea Okhotsk,12-12-2014,83.72
Andaman Sea,12-13-2014,116.35
Arabian Sea,12-13-2014,41.98
Atlantic Ocean,12-13-2014,54.42
Bay Bengal,12-13-2014,51.67
Bering Sea,12-13-2014,37.42
Caribbean Sea,12-13-2014,65.04
Gulf Mexico,12-13-2014,68.56
Indian Ocean,12-13-2014,44.72
Indonesian,12-13-2014,90.48
Mediterranean,12-13-2014,57.93
Nino,12-13-2014,77.07
North Atlantic,12-13-2014,57.71
North Pacific,12-13-2014,58.71
North Sea,12-13-2014,143.29
Pacific Ocean,12-13-2014,49.56
Sea Japan,12-13-2014,75.2
South China,12-13-2014,161.89
Southern Ocean,12-13-2014,48.76
Tropics,12-13-2014,54.95
World,12-13-2014,52.24
Adriatic Sea,12-14-2014,112.23
Yellow Sea,12-14-2014,-8.94
Persian Gulf,12-22-2014,-24.77
Arabian Sea,12-23-2014,32.68
Atlantic Ocean,12-23-2014,35.02
Baltic Sea,12-23-2014,250.75
Bay Bengal,12-23-2014,70.77
Bering Sea,12-23-2014,78.72
Gulf Mexico,12-23-2014,36.76
Indian Ocean,12-23-2014,53.02
Indonesian,12-23-2014,94.98
Mediterranean,12-23-2014,22.43
Nino,12-23-2014,69.77
North Pacific,12-23-2014,55.61
North Sea,12-23-2014,131.29
Pacific Ocean,12-23-2014,50.26
Sea Japan,12-23-2014,-15.6
Sea Okhotsk,12-23-2014,75.32
South China,12-23-2014,134.09
Southern Ocean,12-23-2014,47.06
Tropics,12-23-2014,51.25
World,12-23-2014,48.54
Yellow Sea,12-23-2014,-43.44
Adriatic Sea,12-24-2014,80.53
Andaman Sea,12-24-2014,69.25
Caribbean Sea,12-24-2014,40.14
North Atlantic,12-24-2014,32.81
Baltic Sea,01-01-2015,306.25
North Sea,01-01-2015,156.39
Andaman Sea,01-02-2015,176.65
Arabian Sea,01-02-2015,21.68
Atlantic Ocean,01-02-2015,28.82
Bay Bengal,01-02-2015,60.27
Bering Sea,01-02-2015,87.42
Caribbean Sea,01-02-2015,54.74
Gulf Mexico,01-02-2015,40.36
Indian Ocean,01-02-2015,44.32
Indonesian,01-02-2015,112.88
Mediterranean,01-02-2015,-23.37
Nino,01-02-2015,59.77
North Atlantic,01-02-2015,23.61
North Pacific,01-02-2015,34.21
Pacific Ocean,01-02-2015,46.06
Persian Gulf,01-02-2015,95.03
Sea Japan,01-02-2015,20.3
Sea Okhotsk,01-02-2015,86.12
South China,01-02-2015,96.19
Southern Ocean,01-02-2015,45.96
Tropics,01-02-2015,46.35
World,01-02-2015,43.54
Yellow Sea,01-02-2015,-12.54
Adriatic Sea,01-03-2015,13.73
Andaman Sea,01-11-2015,131.05
Baltic Sea,01-11-2015,308.85
Bay Bengal,01-11-2015,86.17
Mediterranean,01-11-2015,-45.07
North Sea,01-11-2015,163.69
Sea Japan,01-11-2015,20.1
Sea Okhotsk,01-11-2015,55.52
Arabian Sea,01-12-2015,35.58
Atlantic Ocean,01-12-2015,29.82
Bering Sea,01-12-2015,63.42
Caribbean Sea,01-12-2015,59.04
Gulf Mexico,01-12-2015,32.96
Indian Ocean,01-12-2015,46.72
Indonesian,01-12-2015,120.98
Nino,01-12-2015,54.17
North Atlantic,01-12-2015,23.11
North Pacific,01-12-2015,19.41
Pacific Ocean,01-12-2015,49.36
Persian Gulf,01-12-2015,65.83
South China,01-12-2015,103.39
Southern Ocean,01-12-2015,55.86
Tropics,01-12-2015,47.85
World,01-12-2015,45.64
Yellow Sea,01-12-2015,-22.34
Adriatic Sea,01-13-2015,-5.77
Baltic Sea,01-20-2015,428.15
Andaman Sea,01-21-2015,60.65
Bay Bengal,01-21-2015,82.77
Bering Sea,01-21-2015,62.52
Mediterranean,01-21-2015,-70.37
North Sea,01-21-2015,21.69
Persian Gulf,01-21-2015,131.13
Sea Okhotsk,01-21-2015,69.72
South China,01-21-2015,59.69
Arabian Sea,01-22-2015,65.98
Atlantic Ocean,01-22-2015,36.22
Caribbean Sea,01-22-2015,48.14
Gulf Mexico,01-22-2015,28.36
Indian Ocean,01-22-2015,49.12
Indonesian,01-22-2015,134.48
Nino,01-22-2015,53.37
North Atlantic,01-22-2015,18.91
North Pacific,01-22-2015,12.31
Pacific Ocean,01-22-2015,43.56
Sea Japan,01-22-2015,17.8
Southern Ocean,01-22-2015,57.06
Tropics,01-22-2015,47.25
World,01-22-2015,44.44
Yellow Sea,01-22-2015,-21.84
Adriatic Sea,01-23-2015,51.93
Andaman Sea,01-31-2015,-6.35
Baltic Sea,01-31-2015,165.75
Bay Bengal,01-31-2015,84.97
Gulf Mexico,01-31-2015,23.56
Indian Ocean,01-31-2015,71.02
Mediterranean,01-31-2015,-31.27
North Sea,01-31-2015,-47.71
Persian Gulf,01-31-2015,131.83
Sea Japan,01-31-2015,-4.6
Sea Okhotsk,01-31-2015,56.32
South China,01-31-2015,51.09
Arabian Sea,02-01-2015,79.48
Atlantic Ocean,02-01-2015,42.22
Bering Sea,02-01-2015,74.82
Caribbean Sea,02-01-2015,46.14
Indonesian,02-01-2015,116.78
Nino,02-01-2015,56.97
North Atlantic,02-01-2015,17.41
North Pacific,02-01-2015,1.21
Pacific Ocean,02-01-2015,35.76
Southern Ocean,02-01-2015,66.46
Tropics,02-01-2015,47.55
World,02-01-2015,45.54
Yellow Sea,02-01-2015,-46.54
Adriatic Sea,02-02-2015,75.83
Andaman Sea,02-10-2015,-46.85
Arabian Sea,02-10-2015,68.58
Baltic Sea,02-10-2015,216.95
Bay Bengal,02-10-2015,59.77
Bering Sea,02-10-2015,79.62
Gulf Mexico,02-10-2015,0.66
Indian Ocean,02-10-2015,64.92
Indonesian,02-10-2015,95.78
Mediterranean,02-10-2015,29.73
Nino,02-10-2015,54.37
North Pacific,02-10-2015,-14.09
North Sea,02-10-2015,-29.51
Pacific Ocean,02-10-2015,41.16
Persian Gulf,02-10-2015,200.23
Sea Japan,02-10-2015,-58.5
Sea Okhotsk,02-10-2015,73.42
South China,02-10-2015,49.69
Southern Ocean,02-10-2015,75.76
Tropics,02-10-2015,45.45
World,02-10-2015,45.34
Atlantic Ocean,02-11-2015,37.42
Caribbean Sea,02-11-2015,37.74
North Atlantic,02-11-2015,-0.19
Yellow Sea,02-11-2015,-120.94
Adriatic Sea,02-12-2015,120.73
Baltic Sea,02-19-2015,74.95
Sea Okhotsk,02-19-2015,59.52
Andaman Sea,02-20-2015,-68.25
Arabian Sea,02-20-2015,78.68
Bay Bengal,02-20-2015,63.47
Bering Sea,02-20-2015,66.62
Gulf Mexico,02-20-2015,14.26
Indian Ocean,02-20-2015,63.92
Indonesian,02-20-2015,97.48
Mediterranean,02-20-2015,-120.07
Nino,02-20-2015,58.77
North Pacific,02-20-2015,5.81
North Sea,02-20-2015,-42.21
Pacific Ocean,02-20-2015,42.86
Persian Gulf,02-20-2015,-45.87
Sea Japan,02-20-2015,6
South China,02-20-2015,-4.11
Southern Ocean,02-20-2015,78.56
Tropics,02-20-2015,45.75
World,02-20-2015,46.84
Adriatic Sea,02-21-2015,-48.37
Atlantic Ocean,02-21-2015,48.22
Caribbean Sea,02-21-2015,44.14
North Atlantic,02-21-2015,9.91
Yellow Sea,02-21-2015,-54.34
Baltic Sea,03-01-2015,46.65
Andaman Sea,03-02-2015,-83.75
Arabian Sea,03-02-2015,91.38
Atlantic Ocean,03-02-2015,38.82
Bay Bengal,03-02-2015,51.17
Bering Sea,03-02-2015,67.82
Gulf Mexico,03-02-2015,-5.84
Indian Ocean,03-02-2015,63.62
Indonesian,03-02-2015,93.28
Mediterranean,03-02-2015,-105.57
Nino,03-02-2015,54.57
North Atlantic,03-02-2015,-2.59
North Pacific,03-02-2015,11.51
North Sea,03-02-2015,-1.71
Pacific Ocean,03-02-2015,45.06
Persian Gulf,03-02-2015,-15.47
Sea Japan,03-02-2015,-34.1
Sea Okhotsk,03-02-2015,32.12
South China,03-02-2015,8.69
Southern Ocean,03-02-2015,77.46
Tropics,03-02-2015,43.85
World,03-02-2015,45.54
Caribbean Sea,03-03-2015,34.74
Yellow Sea,03-03-2015,-64.84
Adriatic Sea,03-04-2015,-15.87
Baltic Sea,03-11-2015,252.15
Andaman Sea,03-12-2015,-88.55
Arabian Sea,03-12-2015,86.68
Atlantic Ocean,03-12-2015,39.42
Bay Bengal,03-12-2015,40.77
Bering Sea,03-12-2015,56.12
Gulf Mexico,03-12-2015,-20.64
Indian Ocean,03-12-2015,49.22
Indonesian,03-12-2015,89.48
Mediterranean,03-12-2015,-90.07
Nino,03-12-2015,56.47
North Atlantic,03-12-2015,-0.69
North Pacific,03-12-2015,3.91
North Sea,03-12-2015,22.89
Pacific Ocean,03-12-2015,46.46
Persian Gulf,03-12-2015,122.53
Sea Japan,03-12-2015,-89.7
Sea Okhotsk,03-12-2015,43.52
South China,03-12-2015,11.19
Southern Ocean,03-12-2015,68.96
Tropics,03-12-2015,45.45
World,03-12-2015,43.74
Caribbean Sea,03-13-2015,36.54
Yellow Sea,03-13-2015,-87.54
Adriatic Sea,03-14-2015,-28.97
Baltic Sea,03-21-2015,-7.15
Andaman Sea,03-22-2015,-54.85
Arabian Sea,03-22-2015,101.08
Atlantic Ocean,03-22-2015,41.22
Bay Bengal,03-22-2015,55.37
Bering Sea,03-22-2015,47.82
Caribbean Sea,03-22-2015,32.04
Gulf Mexico,03-22-2015,3.86
Indian Ocean,03-22-2015,55.72
Indonesian,03-22-2015,68.38
Mediterranean,03-22-2015,-115.07
Nino,03-22-2015,66.07
North Atlantic,03-22-2015,-8.49
North Pacific,03-22-2015,2.81
North Sea,03-22-2015,-38.91
Pacific Ocean,03-22-2015,42.46
Persian Gulf,03-22-2015,39.43
Sea Japan,03-22-2015,-53.3
Sea Okhotsk,03-22-2015,46.72
South China,03-22-2015,13.09
Southern Ocean,03-22-2015,68.86
Tropics,03-22-2015,46.95
World,03-22-2015,43.14
Adriatic Sea,03-23-2015,-66.87
Yellow Sea,03-23-2015,-34.44
Baltic Sea,03-31-2015,-128.35
North Sea,03-31-2015,-24.21
Persian Gulf,03-31-2015,18.43
Andaman Sea,04-01-2015,-54.35
Arabian Sea,04-01-2015,104.18
Atlantic Ocean,04-01-2015,36.42
Bay Bengal,04-01-2015,65.07
Bering Sea,04-01-2015,39.52
Caribbean Sea,04-01-2015,22.84
Gulf Mexico,04-01-2015,-24.94
Indian Ocean,04-01-2015,68.12
Indonesian,04-01-2015,47.18
Mediterranean,04-01-2015,-45.17
Nino,04-01-2015,73.27
North Atlantic,04-01-2015,-14.59
North Pacific,04-01-2015,5.61
Pacific Ocean,04-01-2015,42.86
Sea Japan,04-01-2015,-66.1
Sea Okhotsk,04-01-2015,5.92
South China,04-01-2015,8.79
Southern Ocean,04-01-2015,72.46
Tropics,04-01-2015,46.85
World,04-01-2015,44.14
Yellow Sea,04-01-2015,-10.54
Adriatic Sea,04-02-2015,37.43
Baltic Sea,04-10-2015,59.15
North Sea,04-10-2015,6.99
Andaman Sea,04-11-2015,-41.35
Arabian Sea,04-11-2015,111.38
Atlantic Ocean,04-11-2015,31.72
Bay Bengal,04-11-2015,65.27
Bering Sea,04-11-2015,25.32
Caribbean Sea,04-11-2015,12.84
Gulf Mexico,04-11-2015,-10.64
Indian Ocean,04-11-2015,65.62
Indonesian,04-11-2015,50.48
Mediterranean,04-11-2015,-66.37
Nino,04-11-2015,76.47
North Atlantic,04-11-2015,-15.49
North Pacific,04-11-2015,10.61
Pacific Ocean,04-11-2015,47.96
